,name,homepage,scholar_id,affiliation,citations,h-index
11698,Martin Bogdan,https://ti.informatik.uni-leipzig.de/staff/prof-dr-martin-bogdan,NOSCHOLARPAGE,University of Leipzig,,
11699,Martin Bouchard,http://www.site.uottawa.ca/~bouchard,ufMGQ3MAAAAJ,University of Ottawa,4093.0,37.0
11700,Martin Brain,https://www.city.ac.uk/people/academics/martin-nyx-brain,5i5vhFQAAAAJ,City University of London,1125.0,20.0
11701,Martin Burtscher,http://www.cs.txstate.edu/~mb92,0-AkVWwAAAAJ,Texas State University,5984.0,37.0
11702,Martin Bücker,http://www2.informatik.uni-jena.de,NOSCHOLARPAGE,Friedrich Schiller University Jena,,
11703,Martin C. Rinard,http://people.csail.mit.edu/rinard,hxlxVEUAAAAJ,Massachusetts Institute of Technology,20972.0,72.0
11704,Martin Caminada,https://www.cardiff.ac.uk/people/view/473184-caminada-martin,PyfFzdUAAAAJ,Cardiff University,4814.0,31.0
11705,Martin D. Flintham,https://www.nottingham.ac.uk/computerscience/people/martin.flintham,i_sKFJEAAAAJ,University of Nottingham,3490.0,26.0
11706,Martin Dietzfelbinger,https://www.tu-ilmenau.de/ktea/mitarbeiter/univ-prof-dr-martin-dietzfelbinger,jabdPAwAAAAJ,TU Ilmenau,3278.0,28.0
11707,Martin Drahanský,https://www.fit.vut.cz/person/drahan,NOSCHOLARPAGE,Brno University of Technology,,
11708,Martin Dugas,https://www.medizin.uni-muenster.de/fakultaet/fakultaet/personen-preise/details/?uid=92&L=0,NOSCHOLARPAGE,University of Münster,,
11709,Martin E. Dyer,https://eps.leeds.ac.uk/computing/staff/52/professor-martin-dyer,caPvMq0AAAAJ,University of Leeds,10617.0,56.0
11710,Martin Ebner,https://elearningblog.tugraz.at/page/martinebner//?lng=de&sct=home,dnnkxkcAAAAJ,Graz University of Technology,11253.0,47.0
11711,Martin Elsman,http://www.di.ku.dk/english/staff/?pure=en/persons/127388,B_kB3DUAAAAJ,University of Copenhagen,1215.0,20.0
11712,Martin Erwig,http://eecs.oregonstate.edu/~erwig,KvfFlIMAAAAJ,Oregon State University,8047.0,42.0
11713,Martin Ester,http://www.cs.sfu.ca/~ester,ZYwC_CQAAAAJ,Simon Fraser University,49660.0,68.0
11714,Martin Farach,http://www.cs.rutgers.edu/~farach,2uHUSa8AAAAJ,Rutgers University,11626.0,54.0
11715,Martin Fränzle,https://uol.de//hs/mitarbeiterinnen-und-mitarbeiter/prof-dr-martin-fraenzle,i9KSxk8AAAAJ,University of Oldenburg,3286.0,29.0
11716,Martin Fürer,http://www.cse.psu.edu/~fhs,Pf49QrwAAAAJ,Pennsylvania State University,3176.0,23.0
11717,Martin Gaedke,https://vsr.informatik.tu-chemnitz.de/about/people/gaedke,hgql3VsAAAAJ,TU Chemnitz,4113.0,25.0
11718,Martin Gairing,https://cgi.csc.liv.ac.uk/~gairing,hs33gU8AAAAJ,University of Liverpool,1985.0,26.0
11719,Martin Gebser,https://www.aau.at/team/gebser-martin,14wfeoIAAAAJ,University of Klagenfurt,7719.0,42.0
11720,Martin Glinz,http://www.ifi.uzh.ch/~glinz,FpBbJW8AAAAJ,University of Zurich,4745.0,32.0
11721,Martin Gogolla,http://www.db.informatik.uni-bremen.de/~gogolla,2Ou84CMAAAAJ,University of Bremen,8423.0,47.0
11722,Martin Grohe,https://www.lii.rwth-aachen.de/en/mitarbeiter/13-mitarbeiter/professoren/4-martin-grohe.html,Sou5ih0AAAAJ,RWTH Aachen,11738.0,52.0
11723,Martin Hardwick,http://faculty.rpi.edu/node/35982,NOSCHOLARPAGE,Rensselaer Polytechnic Institute,,
11724,Martin Held,https://www.cosy.sbg.ac.at/~held/held.html,NOSCHOLARPAGE,University of Salzburg,,
11725,Martin Hennecke,https://www.informatik.uni-wuerzburg.de/lehrstuehleprofessuren/professur-fuer-didaktik-der-informatik/team/hennecke,NOSCHOLARPAGE,University of Würzburg,,
11726,Martin Henz,https://www.comp.nus.edu.sg/~henz,zle1cCkAAAAJ,National University of Singapore,1312.0,17.0
11727,Martin Hitz,https://www.aau.at/team/hitz-martin,_Q8-XXAAAAAJ,University of Klagenfurt,2917.0,22.0
11728,Martin Hoefer,http://algo.cs.uni-frankfurt.de/~mhoefer,PBCXFY8AAAAJ,Goethe University Frankfurt,3542.0,26.0
11729,Martin Hofmann,https://www.tcs.ifi.lmu.de/people/martin-hofmann,MuXVKIMAAAAJ,LMU Munich,,
11730,Martin Höst,http://www.lunduniversity.lu.se/lucat/user/78d0f2fe1123024a5c3000141a36af85,9HNtvo0AAAAJ,Lund University,19725.0,33.0
11731,Martin J. Chorley,https://www.cardiff.ac.uk/people/view/118120-chorley-martin,t3R1ZLgAAAAJ,Cardiff University,687.0,16.0
11732,Martin J. Kollingbaum,https://www.abdn.ac.uk/people/m.j.kollingbaum,a1wFt7wAAAAJ,University of Aberdeen,1829.0,23.0
11733,Martin J. Lercher,https://www.cs.hhu.de/lehrstuehle-und-arbeitsgruppen/computational-cell-biology/unser-team/team.html,CQ7LfqMAAAAJ,University of Düsseldorf,11347.0,47.0
11734,Martin J. Loomes,http://www.cs.mdx.ac.uk/people/martin-loomes,NOSCHOLARPAGE,Middlesex University,,
11735,Martin J. Reed,https://www.essex.ac.uk/people/reedm58703/martin-reed,EWMEfwEAAAAJ,University of Essex,1405.0,20.0
11736,Martin J. Russell,https://www.birmingham.ac.uk/staff/profiles/computer-science/russell-martin.aspx,ENFxfA0AAAAJ,University of Birmingham,4710.0,33.0
11737,Martin J. Shepperd,https://www.brunel.ac.uk/people/martin-shepperd,VqZsDvUAAAAJ,Brunel University London,13175.0,55.0
11738,Martin J. Strauss,http://web.eecs.umich.edu/~martinjs,FTv-o-UAAAAJ,University of Michigan,37.0,2.0
11739,Martin J. Wainwright,https://www.eecs.berkeley.edu/~wainwrig,J5Rvh6gAAAAJ,Univ. of California - Berkeley,46924.0,97.0
11740,Martin Jacobsson,http://www.jacobsson.nl/research,NOSCHOLARPAGE,Uppsala University,,
11741,Martin Jaggi,https://people.epfl.ch/martin.jaggi,r1TJBr8AAAAJ,EPFL,10623.0,39.0
11742,Martin Johns,http://www.martinjohns.com,a-_ZVzEAAAAJ,TU Braunschweig,2769.0,29.0
11743,Martin Jägersand,https://webdocs.cs.ualberta.ca/~jag,kxAlIY4AAAAJ,University of Alberta,4691.0,34.0
11744,Martin Karsten,https://cs.uwaterloo.ca/~mkarsten,ieXJpBkAAAAJ,University of Waterloo,18689.0,57.0
11745,Martin Kong,https://www.cs.ou.edu/~mkong,A08cGJAAAAAJ,University of Oklahoma,452.0,9.0
11746,Martin Koutecký,http://research.koutecky.name,Ce5TEMcAAAAJ,Charles University,519.0,11.0
11747,Martin Kreuzer,http://staff.fim.uni-passau.de/kreuzer,0ZDLSpkAAAAJ,University of Passau,332.0,8.0
11748,Martin L. Kersten,http://homepages.cwi.nl/~mk,Kr6jppsAAAAJ,CWI,11060.0,48.0
11749,Martin Lange,https://carrick.fm.cs.uni-kassel.de/~mlange,cQuaayUAAAAJ,University of Kassel,1783.0,24.0
11750,Martin Leucker,https://www.isp.uni-luebeck.de/staff/martin,K5TogrcAAAAJ,University of Lübeck,6660.0,37.0
11751,Martin Lillholm,http://www.diku.dk/hjemmesider/studerende/grumse,QLCX-88AAAAJ,University of Copenhagen,2168.0,22.0
11752,Martin Loebl,https://kam.mff.cuni.cz/~loebl,SfvFOrkAAAAJ,Charles University,1321.0,19.0
11753,Martin Loose,https://ist.ac.at/research/research-groups/loose-group,7or52IsAAAAJ,IST Austria,,
11754,Martin Mauve,https://www.cn.hhu.de/unser-team/team/mauve.html,2eZRx88AAAAJ,University of Düsseldorf,12203.0,39.0
11755,Martin Middendorf,http://pacosy.informatik.uni-leipzig.de/15-0-Prof+Dr+Martin+Middendorf.html,ZZXO0GcAAAAJ,University of Leipzig,12348.0,48.0
11756,Martin Monperrus,https://www.monperrus.net/martin,dJQf4SYAAAAJ,KTH Royal Institute of Technology,7211.0,41.0
11757,Martin Mundhenk,http://www.complexity.uni-jena.de,NOSCHOLARPAGE,Friedrich Schiller University Jena,,
11758,Martin Müller,https://webdocs.cs.ualberta.ca/~mmueller,UedjBD4AAAAJ,University of Alberta,18608.0,67.0
11759,Martin Neil,http://www.eecs.qmul.ac.uk/~martin,NMtxaUIAAAAJ,Queen Mary University of London,9471.0,44.0
11760,Martin Nöllenburg,https://www.ac.tuwien.ac.at/people/noellenburg,Wum9ploAAAAJ,TU Wien,2254.0,27.0
11761,Martin Odersky,http://lampwww.epfl.ch/~odersky,LbRD9tEAAAAJ,EPFL,13833.0,57.0
11762,Martin P. Robillard,http://www.cs.mcgill.ca/~martin,XlDo0wgAAAAJ,McGill University,8482.0,48.0
11763,Martin Pinzger,https://pinzger.github.io,MTZ0l60AAAAJ,University of Klagenfurt,7278.0,40.0
11764,Martin Potthast,https://temir.org/people.html,a0W8R-cAAAAJ,University of Leipzig,8653.0,44.0
11765,Martin Quinson,http://people.irisa.fr/Martin.Quinson,qM5l6rYAAAAJ,Ecole Normale Superieure de Rennes,2071.0,19.0
11766,Martin R. Albrecht,https://pure.royalholloway.ac.uk/portal/en/persons/martin-albrecht(ab997512-d7f9-4d99-92e1-33967032502b).html,t9Eteq4AAAAJ,Royal Holloway University of London,1420.0,16.0
11767,Martin R. Gibbs,http://people.eng.unimelb.edu.au/martinrg/recent_pubs.html,1ewxP20AAAAJ,University of Melbourne,,
11768,Martin Radetzki,https://www.iti.uni-stuttgart.de/en/chairs/embedded-systems/people/martin-radetzki.html,NOSCHOLARPAGE,University of Stuttgart,,
11769,Martin Rohrmeier,https://people.epfl.ch/martin.rohrmeier,rsGh_pAAAAAJ,EPFL,2949.0,25.0
11770,Martin Saska,http://mrs.felk.cvut.cz/people/martin-saska,5PBYoTsAAAAJ,Czech Technical University,4502.0,38.0
11771,Martin Schulz,https://www.lrr.in.tum.de/mitarbeiter/martin-schulz,n1o6g-YAAAAJ,TU Munich,,
11772,Martin Skutella,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/skutella/parameter/en/,i5U_SqgAAAAJ,TU Berlin,5749.0,45.0
11773,Martin T. Vechev,http://www.srl.inf.ethz.ch/vechev.php,aZ1Rh50AAAAJ,ETH Zurich,8988.0,50.0
11774,Martin Takác,http://mtakac.com,qKQD-2cAAAAJ,MBZUAI,5601.0,32.0
11775,Martin Tancer,https://kam.mff.cuni.cz/~tancer,YkP30T8AAAAJ,Charles University,649.0,13.0
11776,Martin Tompa,http://www.cs.washington.edu/people/faculty/tompa,NOSCHOLARPAGE,University of Washington,,
11777,Martin V. Butz,https://uni-tuebingen.de/fakultaeten/mathematisch-naturwissenschaftliche-fakultaet/fachbereiche/informatik/lehrstuehle/cognitive-modeling/staff/martin-butz,dIcpfzAAAAAJ,University of Tübingen,6378.0,44.0
11778,Martin Vetterli,http://lcav.epfl.ch/martin.vetterli,YQcU3NYAAAAJ,EPFL,76089.0,115.0
11779,Martin Vingron [MG],https://www.molgen.mpg.de/93952/vingron-lab,6uTDJ9oAAAAJ,Max Planck Society,41021.0,87.0
11780,Martin Volk,https://www.cl.uzh.ch/en/people/team/volk.html,8bPj2w4AAAAJ,University of Zurich,2719.0,29.0
11781,Martin Welsch,http://www.minet.uni-jena.de/www/fakultaet/welsch,NOSCHOLARPAGE,Friedrich Schiller University Jena,,
11782,Martin White,http://www.sussex.ac.uk/informatics/people/peoplelists/person/2898,pwyfSagAAAAJ,University of Sussex,3552.0,26.0
11783,Martin Wirsing,https://www.sosy-lab.org/people/wirsing,QonRHo8AAAAJ,LMU Munich,7230.0,42.0
11784,Martin Wollschlaeger,https://tu-dresden.de/ing/informatik/institut-fuer-angewandte-informatik/professur-fuer-prozesskommunikation/die-professur/inhaber?set_language=en,FNwyHZ4AAAAJ,TU Dresden,15.0,2.0
11785,Martin Ziegler,http://m.zie.de,wfD52B0AAAAJ,KAIST,,
11786,Martin Zimmerman,https://www.liverpool.ac.uk/computer-science/staff/martin-zimmermann,ZcmrhggAAAAJ,University of Liverpool,575.0,14.0
11787,Martin v. Mohrenschildt,http://www.cas.mcmaster.ca/~mohrens,NOSCHOLARPAGE,McMaster University,,
11788,Martina A. Rau,https://edpsych.education.wisc.edu/people/faculty-staff/martina-rau,bZQk_NkAAAAJ,University of Wisconsin - Madison,1438.0,19.0
11789,Martina Lindorfer,https://secpriv.tuwien.ac.at/team/martina,9JCtsecAAAAJ,TU Wien,2583.0,20.0
11790,Martina Maggio,http://www.martinamaggio.com/main,to9XszkAAAAJ,Saarland University,2745.0,27.0
11791,Martina Seidl,http://fmv.jku.at/seidl,SBGtDbMAAAAJ,JKU Linz,2743.0,30.0
11792,Martina Zitterbart,http://telematics.tm.kit.edu/staff_zitterbart.php,NefkVoUAAAAJ,Karlsruhe Institute of Technology,3806.0,29.0
11793,Martine Ceberio,http://utep.academia.edu/MartineCeberio,NOSCHOLARPAGE,University of Texas - El Paso,,
11794,Martine Labbé,http://homepages.ulb.ac.be/~mlabbe,WS_O3bIAAAAJ,Université libre de Bruxelles,7342.0,50.0
11795,Martine Schlag,https://www.soe.ucsc.edu/people/martine,NOSCHOLARPAGE,Univ. of California - Santa Cruz,,
11796,Martti Juhola,https://www.tuni.fi/en/martti-juhola,iwKsWwwAAAAJ,Tampere University,4379.0,33.0
11797,Martti Mäntylä,https://people.aalto.fi/martti_mantyla,NOSCHOLARPAGE,Aalto University,,
11798,Marty A. Humphrey,https://www.cs.virginia.edu/people/faculty/humphrey.html,NaVxc4wAAAAJ,University of Virginia,7452.0,43.0
11799,Martín Ariel Domínguez,https://cs.famaf.unc.edu.ar/~mdoming,ExBxMa4AAAAJ,Universidad Nacional de Córdoba,97.0,5.0
11800,Martín Escardó,https://www.birmingham.ac.uk/staff/profiles/computer-science/escardo-martin.aspx,t-OvYicAAAAJ,University of Birmingham,2176.0,26.0
11801,Marvin K. Nakayama,https://web.njit.edu/~marvin,NOSCHOLARPAGE,NJIT,,
11802,Marvin Minsky,http://web.media.mit.edu/~minsky,NOSCHOLARPAGE,Massachusetts Institute of Technology,,
11803,Marwan Fayed,https://mf208.host.cs.st-andrews.ac.uk,dx8XiVwAAAAJ,University of St Andrews,1184.0,14.0
11804,Marwan Hassani,http://dme.rwth-aachen.de/en/team/hassani,BljOdp8AAAAJ,TU Eindhoven,888.0,16.0
11805,Mary Cryan,http://homepages.inf.ed.ac.uk/mcryan,NOSCHOLARPAGE,University of Edinburgh,,
11806,Mary Ellen Foster,http://www.dcs.gla.ac.uk/~mefoster,ij0tOKoAAAAJ,University of Glasgow,2195.0,26.0
11807,Mary Inaba,http://akashi.ci.i.u-tokyo.ac.jp/mary/index-e.html,NOSCHOLARPAGE,University of Tokyo,,
11808,Mary Jane B. Arcilla,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32742661729&command=GETPROFILE,ZfQToeoAAAAJ,De La Salle University,29.0,2.0
11809,Mary Jane Irwin,http://www.cse.psu.edu/~mji,4Mj-BjwAAAAJ,Pennsylvania State University,18526.0,69.0
11810,Mary Jean Amon,https://www.ist.ucf.edu/People/IST-Mary-Jean-Amon,1OBLAFoAAAAJ,University of Central Florida,285.0,9.0
11811,Mary K. Biagini,http://www.sci.pitt.edu/faculty-and-research/faculty-directory/mary-k-biagini,NOSCHOLARPAGE,University of Pittsburgh,,
11812,Mary L. Cummings,http://hal.pratt.duke.edu/,TqARAGcAAAAJ,Duke University,6812.0,43.0
11813,Mary Lou Soffa,http://www.cs.virginia.edu/~soffa/index.html%3Fp=6.html,KWiJaj8AAAAJ,University of Virginia,12928.0,57.0
11814,Mary Shaw,http://www.cs.cmu.edu/~shaw,CTXoO1AAAAAJ,Carnegie Mellon University,22156.0,58.0
11815,Mary Sheeran,https://www.chalmers.se/en/staff/Pages/mary-sheeran.aspx,NOSCHOLARPAGE,Chalmers/GU,,
11816,Mary W. Hall,http://www.cs.utah.edu/~mhall,208pw6sAAAAJ,University of Utah,8493.0,48.0
11817,Mary Wootters,https://engineering.stanford.edu/people/mary-wootters,LiH53A8AAAAJ,Stanford University,1868.0,22.0
11818,Mary-Anne Williams,https://www.uts.edu.au/staff/mary-anne.williams,NOSCHOLARPAGE,University of Technology Sydney,,
11819,Maryam Alimardani,https://sites.google.com/site/maryamalimardany/about,QGYjBQoAAAAJ,Tilburg University,515.0,11.0
11820,Maryam Mehri Dehnavi,https://www.cs.toronto.edu/~mmehride,f3V6gZMAAAAJ,University of Toronto,606.0,13.0
11821,Maryam S. Nuser,http://www.just.edu.jo/eportfolio/Pages/Default.aspx?email=msnuser,NOSCHOLARPAGE,JUST,,
11822,Marynel Vázquez,https://seas.yale.edu/faculty-research/faculty-directory/marynel-vazquez,#NAME?,Yale University,,
11823,Marzyeh Ghassemi,http://www.marzyehghassemi.com,9RyeFYwAAAAJ,Massachusetts Institute of Technology,4442.0,34.0
11824,María Cecilia Rivara,https://www.dcc.uchile.cl/~mcrivara,NYyo2yQAAAAJ,Universidad de Chile,2993.0,25.0
11825,María Martínez Pérez,https://pdi.udc.es/en/File/Pdi/AW2EH,NOSCHOLARPAGE,University of A Coruña,,
11826,María del Pilar Villamil Giraldo,https://profesores.virtual.uniandes.edu.co/mavillam/es/inicio,YCevcDEAAAAJ,Universidad de los Andes,223.0,8.0
11827,Masaaki Iiyama,http://www.iiyama-lab.org,MI-yYJYAAAAJ,Kyoto University,365.0,8.0
11828,Masaaki Mizuno,https://www.cs.ksu.edu/user/301,SRFswxMAAAAJ,Kansas State University,1180.0,18.0
11829,Masahiko Inami,https://star.rcast.u-tokyo.ac.jp,5YgNqfYAAAAJ,University of Tokyo,6263.0,41.0
11830,Masahiro Furukawa,https://sites.google.com/site/masahirofurukawa,n3CKPPsAAAAJ,Osaka University,131.0,6.0
11831,Masahiro Hamasaki,https://staff.aist.go.jp/masahiro.hamasaki/tsukuba,a4oulacAAAAJ,University of Tsukuba,1895.0,20.0
11832,Masahiro Shimizu,https://www.grad.sys.es.osaka-u.ac.jp/people-%E6%95%99%E5%93%A1%E4%B8%80%E8%A6%A7,NOSCHOLARPAGE,Osaka University,,
11833,Masahiro Takatsuka,http://sydney.edu.au/engineering/people/masa.takatsuka.php,BuB1HjoAAAAJ,University of Sydney,1467.0,18.0
11834,Masahiro Takinoue,http://www.takinoue-lab.jp/en,NOSCHOLARPAGE,Tokyo Institute of Technology,,
11835,Masakazu Sekijima,http://www.cbi.c.titech.ac.jp,NOSCHOLARPAGE,Tokyo Institute of Technology,,
11836,Masami Hagiya,http://hagi.is.s.u-tokyo.ac.jp/hagiya,NOSCHOLARPAGE,University of Tokyo,,
11837,Masamichi Shimosaka,http://www.miubiq.cs.titech.ac.jp,ReTFRscAAAAJ,Tokyo Institute of Technology,1324.0,20.0
11838,Masanori Hashimoto,https://www.ist.osaka-u.ac.jp/english/introduction/professors/information-systems-engineering/integrated-system-design/masanori-hashimoto.html,sRfe3mgAAAAJ,Osaka University,2629.0,28.0
11839,Masaru Kitsuregawa,http://www.tkl.iis.u-tokyo.ac.jp/FIRST/members/kitsuregawa.en.html,NOSCHOLARPAGE,University of Tokyo,,
11840,Masashi Sugiyama,http://www.ms.k.u-tokyo.ac.jp/sugi,GkYIrlIAAAAJ,University of Tokyo,23780.0,71.0
11841,Masashi Toyoda,https://www.iis.u-tokyo.ac.jp/en/research/staff/masashi-toyoda,eOZR3vEAAAAJ,University of Tokyo,2241.0,24.0
11842,Masataka Goto,https://staff.aist.go.jp/m.goto/index-j.html,BkZggZkAAAAJ,University of Tsukuba,15709.0,56.0
11843,Masato Uchida,https://uchida-lab.jp/jp_uchida,S_zbvwoAAAAJ,Waseda University,766.0,11.0
11844,Masatoshi Ishikawa,http://www.k2.t.u-tokyo.ac.jp/members/ishikawa/ishikawa-e.html,MPwVuGwAAAAJ,University of Tokyo,10756.0,50.0
11845,Masatoshi Yoshikawa,https://www.db.soc.i.kyoto-u.ac.jp/~yoshikawa/index-en.html,yMFHG7wAAAAJ,Kyoto University,6596.0,32.0
11846,Masayuki Fujita,http://www.fl.ctrl.titech.ac.jp,0LBPJ7MAAAAJ,Tokyo Institute of Technology,24258.0,81.0
11847,Masayuki Inaba,http://www.jsk.t.u-tokyo.ac.jp/~inaba,NOSCHOLARPAGE,University of Tokyo,,
11848,Masayuki Murata,https://www.anarg.jp/index.php?lang=en,swOZ1VUAAAAJ,Osaka University,14735.0,47.0
11849,Masayuki Numao,http://www.ai.sanken.osaka-u.ac.jp/en,o__ttLoAAAAJ,Osaka University,1962.0,22.0
11850,Masayuki Yamamura,http://www.ali.c.titech.ac.jp/en/index.html,NOSCHOLARPAGE,Tokyo Institute of Technology,,
11851,Mashael AlSabah,http://www.qu.edu.qa/engineering/computer/faculty/mashael.php,rGIv25EAAAAJ,Qatar University,797.0,11.0
11852,Mason Rice,https://www.afit.edu/docs/AFIT-ENG-MS-16-M-016.pdf,NOSCHOLARPAGE,Air Force Institute of Technology,,
11853,Masood Parvania,https://faculty.utah.edu/u6001488-Masood_Parvania/hm/index.hml,p1OfBN4AAAAJ,University of Utah,3208.0,28.0
11854,Masoud Makrehchi,https://engineering.ontariotechu.ca/people/ecse/masoud.makrehchi.php,StSRgHYAAAAJ,Ontario Tech University,793.0,16.0
11855,Masoud Milani,https://www.cis.fiu.edu/faculty-staff/milani-masoud,NOSCHOLARPAGE,Florida International University,,
11856,Masoumeh Mansouri,https://www.birmingham.ac.uk/staff/profiles/computer-science/masoumeh-mansouri.aspx,rMrflgwAAAAJ,University of Birmingham,308.0,11.0
11857,Massimiliano Di Penta,http://www.ing.unisannio.it/mdipenta,j6ucyOAAAAAJ,University of Sannio,21777.0,83.0
11858,Massimiliano Pierobon,http://cse.unl.edu/~pierobon,Rhu5LQIAAAAJ,University of Nebraska,4056.0,25.0
11859,Massimiliano Pontil,http://www0.cs.ucl.ac.uk/staff/M.Pontil,lcOacs8AAAAJ,University College London,27940.0,76.0
11860,Massimiliano de Leoni,http://www.win.tue.nl/~mdeleoni,OejM6_AAAAAJ,TU Eindhoven,5243.0,36.0
11861,Massimo De Santo,http://www.unisa.it/docenti/massimodesanto/index,h9tkpyYAAAAJ,University of Salerno,2455.0,26.0
11862,Massimo DiPierro,https://www.cdm.depaul.edu/about/Pages/People/facultyinfo.aspx?fid=343,NOSCHOLARPAGE,DePaul University,,
11863,Massimo Donelli,https://webapps.unitn.it/du/en/Persona/PER0002394/Curriculum,oFEMlKIAAAAJ,University of Trento,4926.0,39.0
11864,Massimo Mecella,http://www.diag.uniroma1.it/users/massimo%20mecella,x844E6sAAAAJ,Sapienza University of Rome,6953.0,38.0
11865,Massimo Pappalardo,http://pages.di.unipi.it/mpappalardo,NOSCHOLARPAGE,University of Pisa,,
11866,Massimo Poesio,http://gameai.eecs.qmul.ac.uk/team_member/massimo-poesio,89aa1X0AAAAJ,Queen Mary University of London,12118.0,56.0
11867,Massimo Tivoli,http://people.disim.univaq.it/massimo.tivoli,jvlJKLkAAAAJ,University of L'Aquila,2265.0,28.0
11868,Massimo Tornatore,http://home.deib.polimi.it/tornatore,50-RA6kAAAAJ,Politecnico di Milano,10245.0,52.0
11869,Massimo Torquati,http://calvados.di.unipi.it/dokuwiki/doku.php/torquatinamespace:about,TCpEfU8AAAAJ,University of Pisa,2173.0,23.0
11870,Matan Gavish,http://ratio.huji.ac.il/node/779,j0nK_CsAAAAJ,Hebrew University of Jerusalem,1782.0,17.0
11871,Matei A. Zaharia,https://people.csail.mit.edu/matei,I1EvjZsAAAAJ,Stanford University,61823.0,64.0
11872,Matei Ripeanu,http://www.ece.ubc.ca/~matei,eeMpO3wAAAAJ,University of British Columbia,10726.0,43.0
11873,Matej Hoffmann,https://sites.google.com/site/matejhof,KFUbXYYAAAAJ,Czech Technical University,1239.0,19.0
11874,Mateja Jamnik,https://www.cl.cam.ac.uk/~mj201,NOSCHOLARPAGE,University of Cambridge,,
11875,Mateo Valero,https://www.bsc.es/mateo-valero,MyT3cHQAAAAJ,Polytechnic University of Catalonia,16715.0,67.0
11876,Mathias Ekstedt,https://www.kth.se/profile/mekstedt,ApBrrccAAAAJ,KTH Royal Institute of Technology,4714.0,38.0
11877,Mathias Fischer,https://www.inf.uni-hamburg.de/inst/ab/snp/team/fischer.html,y1v6sdAAAAAJ,University of Hamburg,927.0,14.0
11878,Mathias Géry,http://perso.univ-st-etienne.fr/gerymath,9z3AzvEAAAAJ,Université Jean Monnet,843.0,13.0
